protocol,controlled_gt_prior,reference_protocol,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,direct_kalman_ms_enabled,ms_grid_size,kalman_x,kalman_y,frame_reference_x,frame_reference_y,ms_lattice_index,ms_lattice_x,ms_lattice_y,ms_x,ms_y,ms_support,ms_mode_count,ms_shift_from_kalman_m,ms_latency_ms,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,motion_prediction_error_m,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,softms_mode_count,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,visual_measurement_error_m,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m,end_to_end_latency_ms
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-22.286636481787085,-5.560398167149495,-3.505890021826147,-3.400800055043172,0,1,5,-18.780745674413577,-2.1595981213156596,-18.780746459960938,-2.1595981121063232,80930,-18.37133026123047,-0.3426637351512909,-18.84479331970215,-0.9506679773330688,0.9461039304733276,1,1.2106255382639086,0.0,0,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,1,0.0,173.90999929632898,0.0,0.0,0.0,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,3.8206082356664415,1,0.0,0,0,0.7702486294625074,1.0,3.125312566757202,3.753549337387085,0,0,6,18,1,173.90999929632898,-37.296630859375,-0.22260963916778564,-35.54669952392578,-3.3409528732299805,1,-36.01709747314453,-1.048288106918335,17.256977081298828,0.7235755324363708,0.3990405201911926,0.3472084403038025,4.318165302276611,7.039966106414795,0,17.256977081298828,0.7235755324363708,17.272139196845437,4.318165302276611,7.039966106414795,0.7702486294625074,17.256977081298828,0.7235755324363708,4.368183731021896,0.7235755324363708,12.888793350276933,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.0,0.0,0.0,0.10755318666912195,1.0,0.19194223919146605,-1.1953126665065272,0,0,1,731.3714093477556,0.00026237268279649944,0.19194145710033886,0.0,-18.84479331970215,-0.9506679773330688,0.0,0.0,0.0,0,1.2106254875086635,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-29.320126756208943,-4.996454472878796,-3.4008591017899956,-3.5381691411527214,0,1,5,-25.749423397500607,-1.4981370175835034,-25.919267654418945,-1.4582853317260742,80434,-27.833980560302734,-0.28263363242149353,-27.6839599609375,-0.6412999033927917,0.9204791784286499,1,2.1157980894993007,0.0,1,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172888153292986,7.172888153292986,1,7.172888153292986,174.38907188095573,0.4790725846267536,7.172638198106864,0.0,-25.912904904259815,-1.3986490815890775,0.05997471900717797,5.014750337500528,1,0.0,0,0,0.7055877492843893,1.0,10.178937911987305,3.9389750957489014,1,1,6,18,1,173.90999929632898,-37.296630859375,-0.22260963916778564,-37.40284729003906,-2.6999671459198,1,-37.352821350097656,-0.7895376682281494,18.612613677978516,0.6079930067062378,0.5105271339416504,0.26522296667099,9.615884780883789,5.617275238037109,1,18.612613677978516,0.6079930067062378,11.453094037146352,9.615884780883789,5.617275238037109,0.7055877492843893,18.612613677978516,0.6079930067062378,11.363004508638936,0.6079930067062378,7.249609169339581,0.0,0.0,1,7.0,7.1728681568780965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.4790725846267536,0.0,0.0,0.10687406568038828,1.0,9.014045841172118,-0.5651828762082656,0,0,1,722.549305745775,0.012321620296613217,1.8414076430652537,7.172888153292986,-27.6839599609375,-0.6412999033927917,8.84457887729548,7.172888153292986,1.6716907240024934,0,1.9446347026613233,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-32.171866822075074,-4.837355860378661,-3.2904295204393312,-3.672266372349181,0,1,5,-28.727315090786778,-1.2174403343634457,-28.881437301635742,-1.16508948802948,80434,-27.833980560302734,-0.28263363242149353,-32.103843688964844,-0.42197126150131226,0.9676852226257324,1,3.468964747614838,0.0,2,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.976644557493125,2.976644557493125,1,2.976644557493125,174.34727015796543,-0.041801722990300653,9.990011287306892,0.14173899200414225,-28.729415241731985,-1.2406915413598958,0.1697833241668821,6.875111110431444,1,0.0,0,0,0.6769582915395652,1.0,13.031463623046875,4.083316802978516,0,0,6,18,1,173.90999929632898,-37.296630859375,-0.22260963916778564,-41.7426872253418,-1.6729679107666016,1,-41.134342193603516,0.11540771275758743,22.468799591064453,0.10933828353881836,0.5510295629501343,0.19990262389183044,17.18063735961914,5.68528413772583,0,22.468799591064453,0.10933828353881836,12.319632339271246,17.18063735961914,5.68528413772583,0.6769582915395652,22.468799591064453,0.10933828353881836,14.101646589040698,0.10933828353881836,8.367153002023755,0.0,0.0,1,2.991091701187634,2.9904867124452266,0.0601563596145747,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.437270861636453,0.0,0.0,0.07296137863473987,1.0,13.432254535079688,-0.31436589210548094,0,0,1,718.1310970518674,0.01836102711534375,3.2830584658236237,2.976644557493125,-32.103843688964844,-0.42197126150131226,4.425322273285286,2.976644557493125,1.4486777157921615,0,3.306981648527515,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-35.01743958123959,-4.674853821484464,-3.1747004760149813,-3.8028744060677466,0,1,5,-31.700720932203502,-0.912539490154419,-31.84273910522461,-0.8719794154167175,80186,-32.565303802490234,-0.2526208460330963,-32.788230895996094,-0.4278663992881775,0.9758654832839966,1,1.1906241751106852,0.0,3,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.9757724856927044,2.9757724856927044,1,2.9757724856927044,174.34726770228437,-2.4556810541204664e-06,12.97885978236144,0.17455239815325957,-31.704877285272342,-0.956231221695452,0.1615680917191903,9.096620080196459,1,0.0,0,0,0.4720377126889016,1.0,15.878216743469238,4.223620414733887,0,0,6,18,1,173.90999929632898,-51.490604400634766,-0.13258513808250427,-47.65911102294922,-0.5178281664848328,1,-47.808860778808594,1.0229038000106812,29.201927185058594,-0.08493306487798691,0.5800948739051819,0.04262843728065491,11.096002578735352,6.333009719848633,0,29.201927185058594,-0.08493306487798691,16.07817193152413,11.096002578735352,6.333009719848633,0.4720377126889016,29.201927185058594,-0.08493306487798691,16.52696349225592,-0.08493306487798691,12.674963692802674,0.0,0.0,1,2.988997628398267,2.988470060702564,0.056156200502528786,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.43726840595539884,0.0,0.0,0.020691667981102686,1.0,14.112153966960387,-0.23589701721953593,0,0,1,717.4511976199867,0.01929040586348063,0.9872720719855668,2.9757724856927044,-32.788230895996094,-0.4278663992881775,0.684412596171024,2.9757724856927044,0.0,0,1.044600927393355,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-37.857903164306414,-4.508640038984245,-3.0537802395017297,-3.9297786832026897,0,1,5,-34.676497366133006,-0.6448310316913984,-34.80412292480469,-0.5788613557815552,80186,-32.565303802490234,-0.2526208460330963,-36.02227783203125,-0.3511226773262024,0.9438014030456543,1,1.3774576798643239,0.0,4,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.9758548895661856,2.9758548895661856,1,2.9758548895661856,174.34727021093266,2.508648307008251e-06,15.966851699940174,0.17332168328900827,-34.67587582636639,-0.6380097846552926,0.14122979464713895,8.935459865007328,1,0.0,0,0,0.6912579297021642,1.0,18.72028350830078,4.359691143035889,1,1,6,18,1,173.90999929632898,-51.490604400634766,-0.13258513808250427,-48.001155853271484,-0.6078168153762817,1,-48.61763000488281,0.7649779319763184,29.978769302368164,0.2573399543762207,0.5366960167884827,0.1412358283996582,9.498733520507812,5.660453796386719,1,29.978769302368164,0.2573399543762207,13.878720821762808,9.498733520507812,5.660453796386719,0.6912579297021642,29.978769302368164,0.2573399543762207,20.117811006621125,0.2573399543762207,9.86095829574704,0.0,0.0,1,2.987794036318912,2.987489534890773,0.042655390995364154,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.4372709146037058,0.0,0.0,0.053478017626901006,1.0,17.336091258574292,0.030894142829198272,0,0,1,714.2272603283728,0.02369732056829788,1.2354411374013665,2.9758548895661856,-36.02227783203125,-0.3511226773262024,3.234957369632397,2.9758548895661856,0.2591024800662116,0,1.2392603776707887,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-41.004842975164706,-4.304938624144119,-2.9277860903990813,-4.0527678229814,0,1,5,-37.97570099551212,-0.5591117648975665,-38.077056884765625,-0.2521708011627197,79938,-37.296630859375,-0.22260963916778564,-38.89483642578125,-0.24708645045757294,0.9411191940307617,1,0.9706542824442669,0.0,5,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.2891979911131446,3.2891979911131446,1,3.2891979911131446,174.29985586865408,-0.047414342278598545,19.266650286754793,0.2323670215784869,-37.96331606659471,-0.34664449426345156,0.14785889356505078,8.673787392004368,1,0.0,0,0,0.704110365646094,1.0,21.871074676513672,4.490999698638916,0,0,6,18,1,173.90999929632898,-56.221927642822266,-0.10258004069328308,-52.5034294128418,-0.8193946480751038,1,-53.43092346191406,0.4320990741252899,34.729583740234375,1.0989850759506226,0.5111305713653564,0.23573988676071167,12.381767272949219,4.20097541809082,0,34.729583740234375,1.0989850759506226,15.369107382829856,12.381767272949219,4.20097541809082,0.704110365646094,34.729583740234375,1.0989850759506226,23.45295379228155,1.0989850759506226,11.276629947952824,0.0,0.0,1,3.3003170121683714,3.299904224486249,0.052196647648823764,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.3898565723251073,0.0,0.0,0.05849071104657647,1.0,20.203475753173365,0.23219633149306007,0,0,1,711.3598758337737,0.02761685055620526,0.8137037826278757,3.2891979911131446,-38.89483642578125,-0.24708645045757294,2.874441930362838,3.2891979911131446,0.0,0,0.8177953462363424,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-44.1401860619692,-4.097777656010714,-2.796844234576623,-4.17163401722106,0,1,5,-41.266084740645674,-0.37511397453675677,-41.34334182739258,0.07385636121034622,79690,-42.0279541015625,-0.19259993731975555,-41.811851501464844,-0.186294823884964,0.9670711755752563,1,0.5775067349113024,0.0,6,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282515961429067,3.282515961429067,1,3.282515961429067,174.29985092199666,-4.946657410540945e-06,22.549602230056177,0.5692921120103507,-41.26348514996352,-0.3333780039421599,0.4149902614413657,8.113618717520211,1,0.0,0,0,0.6257300459711067,1.0,25.01070213317871,4.617638111114502,1,1,6,18,1,173.90999929632898,-51.490604400634766,-0.13258513808250427,-51.55649948120117,-1.331315040588379,1,-51.31388854980469,0.4325828552246094,32.62454605102539,0.873906672000885,0.5491706132888794,0.09736958146095276,12.601858139038086,5.028138160705566,1,32.62454605102539,0.873906672000885,9.976996812384042,12.601858139038086,5.028138160705566,0.6257300459711067,32.62454605102539,0.873906672000885,26.52035985647672,0.873906672000885,6.10418619454867,0.0,0.0,1,3.295524294721071,3.2931776759324225,0.12434296054518168,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.38985162566769677,0.0,0.0,0.05811675270923693,1.0,23.11047799552884,0.4812154804895374,0,0,1,708.4528735914182,0.031590535454511674,0.43826604868407415,3.282515961429067,-41.811851501464844,-0.186294823884964,2.9176484664240663,3.282515961429067,0.0,0,0.5358917370195168,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-47.2794025398481,-3.8854232629079872,-2.6610897041547403,-4.286173423125272,0,1,5,-44.56936234161931,-0.2879177028210851,-44.61831283569336,0.40075016021728516,79442,-46.75927734375,-0.16259177029132843,-45.713993072509766,-0.05487200245261192,0.9510537385940552,1,1.1681137823684171,0.0,7,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291245153591544,3.291245153591544,1,3.291245153591544,174.29985734525803,6.423261370735073e-06,25.84895462383496,0.7572049779754296,-44.56415334049928,-0.17020031087592058,0.5735134622319087,7.428934672847457,1,0.0,0,0,0.6887450814195409,1.0,28.15472984313965,4.739523410797119,1,1,6,18,1,173.90999929632898,-51.490604400634766,-0.13258513808250427,-55.66274642944336,-1.0383422374725342,1,-55.31692886352539,0.3450908064842224,36.5957145690918,1.385589599609375,0.4805496633052826,0.10871824622154236,17.362852096557617,4.0,1,36.5957145690918,1.385589599609375,10.698761277699784,17.362852096557617,4.0,0.6887450814195409,36.5957145690918,1.385589599609375,29.9930035977387,1.385589599609375,6.602710971353099,0.0,0.0,1,3.3044282559763967,3.301195265495353,0.14613664142259508,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.3898580489290675,0.0,0.0,0.07664294179151852,1.0,27.00454044792381,0.7645146427153623,0,0,1,704.5588111390233,0.03691346810818788,1.0411595371950426,3.291245153591544,-45.713993072509766,-0.05487200245261192,3.904354082107586,3.291245153591544,0.6131089285160423,0,1.1866367331521683,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-50.45917713416896,-3.6691213481962457,-2.5206662393935693,-4.396186553770281,0,1,5,-47.920307554609614,-0.31713034877650204,-47.93851089477539,0.7270652055740356,79442,-46.75927734375,-0.16259177029132843,-47.6455078125,0.07348146289587021,0.9503260850906372,1,0.47759029060637676,0.0,8,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.3361949374037283,3.3361949374037283,1,3.3361949374037283,174.38689418808866,0.08703684283063444,29.187570049571818,1.0604885607466246,-47.9161027223873,-0.11757680085306355,0.8449391961620495,6.545901296051431,1,0.0,0,0,0.8067469162543953,1.0,31.339508056640625,4.861785888671875,0,0,6,18,1,173.90999929632898,-60.95325469970703,-0.07257647067308426,-59.24061584472656,-1.944286584854126,1,-59.5384635925293,0.12623977661132812,40.770206451416016,2.05107045173645,0.3340347111225128,0.468085914850235,4.842202663421631,5.664961338043213,0,40.770206451416016,2.05107045173645,11.61550229333782,4.842202663421631,5.664961338043213,0.8067469162543953,40.770206451416016,2.05107045173645,33.65612406927141,2.05107045173645,7.11408238214461,0.0,0.0,1,3.3510725445961898,3.345924523100382,0.18567790622975172,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.47689489175970196,0.0,0.0,0.11988958851667277,1.0,28.938771722863855,0.8418009798669686,0,0,1,702.6245798640832,0.03955743772578041,0.360688562219476,3.3361949374037283,-47.6455078125,0.07348146289587021,1.9357747293697443,3.3361949374037283,0.0,0,0.7162559004406719,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-53.63432066555253,-3.448109977798337,-2.375726152613076,-4.501478665428037,0,1,5,-51.27523176582934,-0.25784278658509674,-51.25859451293945,1.0533686876296997,79194,-51.490604400634766,-0.13258513808250427,-51.2691764831543,0.16950924694538116,0.963379979133606,1,0.4273949309607092,0.0,9,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3360799142111426,3.3360799142111426,1,3.3360799142111426,174.38689958652537,5.39843670493681e-06,32.51696146800616,1.5058681688311193,-51.27395519655782,-0.2072259734578259,1.2606882446360785,5.630669825194792,1,0.0,0,0,0.8038854719372666,1.0,34.520179748535156,4.978874683380127,1,1,6,18,1,173.90999929632898,-60.95325469970703,-0.07257647067308426,-59.16958236694336,-1.9607295989990234,1,-59.457000732421875,0.14834338426589966,40.69154739379883,2.020449161529541,0.3393338620662689,0.435945063829422,4.930254936218262,5.516448974609375,1,40.69154739379883,2.020449161529541,8.248207100711879,4.930254936218262,5.516448974609375,0.8038854719372666,40.69154739379883,2.020449161529541,36.97764651583364,2.020449161529541,3.7139008779651865,0.0,0.0,1,3.355448029408133,3.3463810593943784,0.24650615283493416,0.0,0.0,0.0,0.0,0.0,0.0,173.90999929632898,173.90999929632898,0.47690029019640684,0.0,0.0,0.15723008049991757,1.0,32.552177765317225,1.1307520870674284,0,0,1,699.0111738216299,0.04449673113709601,0.0832468722961508,3.3360799142111426,-51.2691764831543,0.16950924694538116,3.6249408229640023,3.3360799142111426,0.28886090875285975,0,0.8839227845125525,nan
